LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID00000245,28,90925,109566,635,68,1,14.5,24,0.48,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
LID00000246,34,111925,37644,525,16,3,3.49,24,0.45,High School,Part-time,Married,No,No,Auto,Yes,0
LID00000247,55,128500,132262,685,116,4,20.78,12,0.61,Master's,Full-time,Single,No,Yes,Home,Yes,0
LID00000248,41,24610,103325,833,30,3,6.2,60,0.36,High School,Full-time,Married,No,Yes,Other,No,0
LID00000249,22,68551,32603,603,36,2,18.91,60,0.33,Master's,Full-time,Single,No,Yes,Education,No,0
LID00000250,69,28869,50176,480,10,4,24.55,48,0.6,Master's,Part-time,Single,No,No,Education,No,1
LID00000251,51,103466,133075,418,73,3,20.88,60,0.2,Master's,Part-time,Single,Yes,Yes,Business,Yes,0
LID00000252,23,37979,133082,821,97,3,16.08,24,0.88,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LID00000253,39,26492,7404,547,23,3,6.3,48,0.7,Master's,Full-time,Married,No,No,Education,No,0
LID00000254,28,130381,220617,601,52,3,24.9,48,0.47,High School,Self-employed,Married,Yes,Yes,Auto,No,0
LID00000255,65,75920,180363,686,12,4,4.26,48,0.73,Bachelor's,Full-time,Divorced,Yes,No,Business,Yes,0
LID00000256,33,127784,83493,640,97,3,19.16,60,0.84,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
LID00000257,50,109257,134174,486,14,2,8.41,60,0.18,High School,Unemployed,Single,No,Yes,Auto,No,0
LID00000258,26,38409,55105,826,98,1,2.34,36,0.1,High School,Part-time,Single,No,Yes,Education,Yes,0
LID00000259,23,131443,118428,728,15,2,9.54,12,0.28,High School,Unemployed,Married,No,No,Auto,No,0
LID00000260,33,75428,181053,688,33,4,17.06,60,0.53,High School,Part-time,Married,Yes,Yes,Education,No,0
LID00000261,46,41455,110402,717,58,4,23.14,36,0.21,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
LID00000262,20,146919,156364,746,42,1,3.05,12,0.1,High School,Full-time,Married,Yes,Yes,Other,No,0
LID00000263,37,91699,107918,440,22,1,20.7,60,0.41,High School,Full-time,Married,No,Yes,Auto,Yes,0
LID00000264,53,68213,74195,552,46,1,14.53,24,0.82,High School,Part-time,Single,No,No,Home,No,0
LID00000265,36,130883,15344,765,96,3,13.08,48,0.8,High School,Full-time,Single,No,Yes,Auto,No,0
LID00000266,43,46849,62546,779,93,3,19.3,48,0.47,Bachelor's,Self-employed,Married,No,No,Home,No,0
LID00000267,20,86868,176565,793,65,2,7.38,48,0.41,PhD,Part-time,Single,Yes,No,Other,No,0
LID00000268,36,137842,233557,829,74,1,17.38,24,0.41,Bachelor's,Part-time,Single,No,Yes,Auto,No,0
LID00000269,37,46793,107395,779,86,3,9.21,60,0.46,High School,Full-time,Single,Yes,Yes,Business,No,0
LID00000270,49,100240,6830,648,46,3,16.61,60,0.35,High School,Part-time,Single,No,Yes,Education,Yes,0
LID00000271,24,99377,160842,658,92,1,2.53,36,0.36,PhD,Full-time,Single,Yes,No,Home,Yes,0
LID00000272,69,18450,238430,592,81,4,23.62,24,0.8,High School,Unemployed,Divorced,No,Yes,Business,No,1
LID00000273,58,23418,126154,398,17,4,22.98,24,0.29,High School,Full-time,Married,No,Yes,Home,No,1
LID00000274,50,49575,137710,582,39,2,23.53,24,0.37,Bachelor's,Part-time,Married,No,Yes,Auto,No,0
LID00000275,57,145576,242783,595,90,3,3.72,24,0.16,Bachelor's,Unemployed,Married,No,No,Education,No,0
LID00000276,56,112260,215600,739,19,2,5.53,36,0.86,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,0
LID00000277,35,129009,179048,531,24,3,22.73,48,0.28,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
LID00000278,57,48186,232359,433,2,1,18.69,48,0.52,Bachelor's,Full-time,Married,No,No,Auto,No,1
LID00000279,18,41451,122469,754,30,2,12.4,48,0.48,High School,Part-time,Married,No,Yes,Other,Yes,0
LID00000280,28,18155,169515,505,80,2,8.79,48,0.51,High School,Full-time,Divorced,Yes,No,Other,No,1
LID00000281,45,44448,40714,316,46,2,21.48,48,0.66,Bachelor's,Self-employed,Married,No,No,Education,No,1
LID00000282,42,141934,43341,343,69,1,21.0,60,0.21,High School,Unemployed,Divorced,No,Yes,Business,Yes,0
LID00000283,67,143529,92903,497,30,4,8.16,12,0.61,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LID00000284,40,144244,57293,686,27,1,13.31,36,0.23,Bachelor's,Full-time,Married,No,No,Education,No,0
LID00000285,48,60231,50751,594,56,1,16.34,12,0.49,High School,Part-time,Single,No,No,Education,Yes,0
LID00000286,47,50399,175602,718,85,3,4.69,60,0.37,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
LID00000287,59,87404,94155,493,88,1,24.21,12,0.17,Master's,Full-time,Single,No,No,Education,No,0
LID00000288,52,63698,24596,638,46,4,20.21,48,0.21,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00000289,24,60379,163640,533,59,2,17.09,24,0.14,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
LID00000290,33,112275,198274,444,27,2,21.85,48,0.28,Bachelor's,Full-time,Married,No,No,Education,Yes,0
LID00000291,43,149884,104562,787,20,3,5.61,36,0.65,High School,Full-time,Single,No,Yes,Other,No,0
LID00000292,65,38978,55114,436,48,2,17.58,24,0.75,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
LID00000293,69,26531,108778,846,91,1,4.24,12,0.9,High School,Full-time,Married,No,Yes,Other,No,0
LID00000294,66,43783,75123,823,111,3,6.23,24,0.23,Master's,Full-time,Single,Yes,No,Auto,No,0
LID00000295,19,28236,179894,811,103,3,7.92,48,0.17,High School,Full-time,Single,Yes,Yes,Business,No,0
LID00000296,18,132485,197079,740,60,4,13.93,24,0.76,Bachelor's,Full-time,Married,No,No,Home,No,0
LID00000297,65,84683,42911,519,3,4,5.09,48,0.63,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
LID00000298,29,108806,217007,528,113,2,17.04,12,0.48,High School,Self-employed,Single,No,No,Auto,No,0
LID00000299,22,148831,127519,743,1,3,4.61,48,0.75,High School,Unemployed,Divorced,No,No,Home,No,0
LID00000300,54,28332,209088,457,55,1,8.44,60,0.34,Bachelor's,Unemployed,Married,No,No,Other,Yes,1
LID00000301,49,68902,109813,842,30,2,19.08,60,0.89,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0
LID00000302,26,24198,199199,635,102,2,18.1,24,0.48,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
LID00000303,58,118307,204909,799,21,2,22.68,36,0.64,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
LID00000304,52,121209,89804,364,54,3,15.43,12,0.27,High School,Full-time,Single,Yes,Yes,Home,Yes,0
LID00000305,36,101023,209094,464,22,1,22.02,48,0.18,Master's,Full-time,Single,No,Yes,Education,Yes,0
LID00000306,65,147853,95611,559,51,4,21.64,60,0.12,High School,Unemployed,Single,No,No,Home,Yes,0
LID00000307,33,93948,165914,565,10,3,12.47,24,0.56,High School,Self-employed,Married,Yes,Yes,Other,No,0
LID00000308,20,65141,217797,410,59,2,21.6,24,0.83,Bachelor's,Full-time,Single,No,No,Auto,No,1
LID00000309,37,124660,245070,557,59,4,18.43,48,0.59,Bachelor's,Full-time,Single,No,No,Business,Yes,0
LID00000310,41,46485,19936,723,68,4,6.19,60,0.2,High School,Part-time,Single,Yes,Yes,Auto,No,0
LID00000311,50,69351,185160,788,26,3,15.62,60,0.37,Bachelor's,Full-time,Married,No,Yes,Other,No,0
LID00000312,41,41654,240393,570,90,2,11.31,48,0.45,High School,Full-time,Divorced,No,No,Business,No,0
LID00000313,69,66529,141391,360,97,1,9.54,48,0.76,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00000314,28,119349,66251,434,2,3,15.95,36,0.13,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,0
LID00000315,66,31665,169087,680,21,1,12.95,24,0.16,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
LID00000316,25,77475,118134,777,34,3,24.82,12,0.55,High School,Full-time,Married,No,Yes,Business,No,0
LID00000317,53,62802,221301,319,91,4,24.44,12,0.32,High School,Part-time,Single,No,No,Other,No,1
LID00000318,55,92892,249709,304,79,4,17.07,24,0.12,High School,Full-time,Divorced,No,Yes,Home,No,0
LID00000319,57,51362,78712,818,42,2,7.41,36,0.73,Bachelor's,Full-time,Divorced,Yes,No,Business,Yes,0
LID00000320,37,54338,110349,784,70,1,15.93,12,0.15,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00000321,52,108004,48627,811,66,1,6.07,48,0.45,Master's,Self-employed,Married,No,No,Education,Yes,0
LID00000322,65,111464,145991,501,44,2,20.18,36,0.48,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,0
LID00000323,42,17120,189048,376,95,1,24.32,60,0.88,High School,Full-time,Single,No,No,Education,No,1
LID00000324,52,125289,78191,320,56,3,7.22,48,0.18,Bachelor's,Unemployed,Single,No,No,Auto,No,0
LID00000325,42,15785,179688,302,76,4,12.16,60,0.84,Bachelor's,Self-employed,Single,No,No,Home,No,1
LID00000326,46,71925,152172,737,29,4,8.57,36,0.52,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
LID00000327,35,81473,33425,371,84,4,2.2,12,0.73,Bachelor's,Full-time,Married,No,No,Auto,Yes,0
LID00000328,63,123185,118397,579,11,2,24.31,60,0.76,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00000329,35,44969,53791,717,62,3,15.83,12,0.52,Master's,Full-time,Married,No,Yes,Home,Yes,0
LID00000330,19,80236,165995,343,47,3,20.09,48,0.88,High School,Self-employed,Single,No,Yes,Auto,No,1
LID00000331,52,116416,207370,752,112,2,24.82,12,0.69,High School,Full-time,Married,No,No,Home,Yes,0
LID00000332,33,31297,40374,661,83,2,5.1,48,0.35,Bachelor's,Full-time,Married,No,No,Business,No,0
LID00000333,58,120741,182751,366,33,3,4.78,36,0.41,High School,Full-time,Divorced,No,No,Other,No,0
LID00000334,53,45089,168535,304,73,2,15.63,48,0.47,PhD,Full-time,Single,No,No,Business,Yes,0
LID00000335,50,21171,133814,769,50,2,18.42,24,0.43,High School,Self-employed,Divorced,No,Yes,Home,No,0
LID00000336,21,32874,194791,768,26,1,9.69,48,0.79,Bachelor's,Unemployed,Single,Yes,No,Business,No,1
LID00000337,50,74024,18239,774,111,4,13.83,24,0.42,High School,Unemployed,Married,No,Yes,Business,No,0
LID00000338,31,36153,102332,515,68,2,6.92,12,0.51,High School,Unemployed,Single,Yes,Yes,Business,No,0
LID00000339,38,119693,101975,667,10,4,16.46,24,0.73,High School,Self-employed,Single,Yes,No,Auto,Yes,0
LID00000340,65,72753,209623,563,110,4,5.4,60,0.67,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0
LID00000341,37,104075,214201,495,49,2,9.64,60,0.72,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00000342,25,19677,29335,719,79,3,2.33,12,0.37,High School,Full-time,Single,Yes,No,Other,No,0
LID00000343,24,20139,47243,369,9,3,12.29,24,0.47,Master's,Full-time,Single,No,No,Education,No,0
LID00000344,20,72766,172408,433,24,2,7.07,24,0.75,PhD,Full-time,Divorced,No,Yes,Home,No,0
LID00000345,34,101049,157599,429,5,2,2.38,24,0.48,Master's,Full-time,Married,Yes,Yes,Business,No,0
LID00000346,50,91693,17526,556,104,1,23.41,12,0.43,High School,Full-time,Divorced,No,Yes,Auto,No,0
LID00000347,65,72414,124966,617,74,3,8.18,60,0.33,Bachelor's,Full-time,Divorced,No,No,Business,No,0
LID00000348,29,144807,213689,840,19,1,24.28,48,0.24,High School,Full-time,Married,Yes,No,Auto,No,0
LID00000349,68,88741,207071,386,14,4,20.9,24,0.2,High School,Full-time,Divorced,No,No,Home,No,0
LID00000350,39,18900,88319,558,3,3,20.6,12,0.69,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1
LID00000351,39,92347,131039,414,67,2,20.71,12,0.78,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00000352,63,141004,29575,321,83,1,4.87,60,0.62,Bachelor's,Full-time,Single,No,Yes,Education,No,0
LID00000353,47,139463,131202,678,43,3,20.19,12,0.4,Bachelor's,Full-time,Single,Yes,Yes,Other,No,0
LID00000354,55,44134,113405,307,106,2,21.17,24,0.15,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
LID00000355,55,17817,233439,321,113,1,6.78,60,0.52,Master's,Self-employed,Married,No,Yes,Education,No,1
LID00000356,62,85486,92395,376,4,4,23.33,60,0.55,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
LID00000357,68,80978,173095,379,96,3,8.05,36,0.45,Bachelor's,Unemployed,Single,Yes,No,Auto,No,0
LID00000358,25,72154,188374,589,17,3,23.75,36,0.43,Bachelor's,Full-time,Single,No,No,Education,No,0
LID00000359,44,107195,26973,742,116,4,4.96,12,0.34,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
LID00000360,44,63788,179394,588,24,3,24.66,48,0.47,Bachelor's,Full-time,Married,No,No,Home,No,0
LID00000361,51,108039,74089,698,2,2,24.67,12,0.32,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0
LID00000362,38,24413,163219,580,118,4,9.38,48,0.68,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LID00000363,47,129113,200344,837,12,1,17.71,12,0.16,High School,Self-employed,Married,Yes,Yes,Business,No,0
LID00000364,50,58400,111216,439,75,4,24.21,36,0.64,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0
LID00000365,45,44899,40433,318,111,2,10.73,36,0.54,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
LID00000366,64,127683,177929,348,8,2,21.34,60,0.43,Master's,Full-time,Divorced,Yes,Yes,Other,No,0
LID00000367,50,60463,149806,538,27,3,6.26,60,0.55,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
LID00000368,22,15894,89981,702,110,2,20.43,36,0.16,Bachelor's,Unemployed,Single,No,No,Education,No,0
LID00000369,65,125398,106169,651,7,1,4.0,36,0.85,Master's,Part-time,Single,No,Yes,Auto,Yes,0
LID00000370,36,144611,52557,757,9,3,8.61,48,0.21,High School,Unemployed,Single,No,Yes,Education,Yes,0
LID00000371,21,103777,34490,578,82,3,14.69,48,0.89,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00000372,52,61442,105254,705,30,1,7.26,12,0.65,Master's,Self-employed,Single,No,Yes,Education,Yes,0
LID00000373,66,134681,114296,639,62,1,3.14,12,0.46,Bachelor's,Part-time,Single,Yes,No,Business,Yes,0
LID00000374,34,58520,234528,434,43,3,21.46,36,0.55,Master's,Full-time,Single,Yes,Yes,Auto,Yes,1
LID00000375,61,118137,56446,378,67,1,13.34,36,0.74,Bachelor's,Unemployed,Married,No,Yes,Education,No,0
LID00000376,45,44899,165056,648,15,4,16.41,60,0.57,High School,Full-time,Single,No,Yes,Business,Yes,0
LID00000377,47,93107,130851,435,0,1,24.64,24,0.55,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,1
LID00000378,46,146443,189108,706,67,4,20.59,24,0.1,High School,Unemployed,Divorced,No,No,Business,No,0
LID00000379,63,45193,234657,652,49,4,3.11,12,0.14,Master's,Unemployed,Divorced,No,No,Auto,No,0
LID00000380,23,120302,121931,382,29,3,24.85,36,0.37,High School,Unemployed,Divorced,Yes,No,Home,No,1
LID00000381,52,29464,156580,692,27,1,24.83,36,0.9,High School,Part-time,Married,Yes,Yes,Auto,No,1
LID00000382,58,98323,72662,830,62,1,21.83,48,0.24,Master's,Full-time,Married,Yes,Yes,Auto,No,0
LID00000383,54,64025,216126,492,13,4,22.03,12,0.35,PhD,Unemployed,Divorced,Yes,Yes,Education,No,1
LID00000384,41,109187,214633,534,81,3,21.96,48,0.64,Master's,Part-time,Single,No,No,Business,No,0
LID00000385,46,126710,236292,765,114,2,16.13,48,0.22,Master's,Full-time,Married,Yes,Yes,Business,No,0
LID00000386,66,91248,92392,754,45,4,6.08,36,0.16,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
LID00000387,63,97927,219607,479,50,4,14.7,48,0.65,Bachelor's,Part-time,Single,No,No,Education,No,0
LID00000388,48,15667,232174,327,3,1,20.06,60,0.26,High School,Full-time,Married,No,Yes,Auto,Yes,1
LID00000389,52,30890,32140,817,64,2,24.92,36,0.38,High School,Full-time,Single,No,No,Other,No,0
LID00000390,50,116333,167617,599,58,4,19.68,24,0.51,Bachelor's,Full-time,Married,Yes,No,Business,Yes,0
LID00000391,69,56000,98683,667,119,3,21.4,12,0.35,High School,Full-time,Married,No,Yes,Home,No,0
LID00000392,38,135580,30441,303,115,4,15.13,48,0.64,Bachelor's,Part-time,Married,Yes,No,Business,No,0
LID00000393,49,44940,174916,642,21,2,2.51,60,0.33,High School,Full-time,Single,No,No,Auto,No,0
LID00000394,40,136878,114461,713,10,1,24.09,48,0.54,High School,Full-time,Married,No,Yes,Home,No,0
LID00000395,50,134492,242604,344,82,4,19.6,36,0.53,Master's,Full-time,Married,Yes,No,Education,No,0
LID00000396,20,39701,25553,808,70,4,9.0,60,0.58,High School,Unemployed,Married,No,No,Education,No,0
LID00000397,35,97697,6144,779,26,1,5.61,24,0.64,Master's,Unemployed,Divorced,No,No,Auto,No,0
LID00000398,42,56795,219558,374,60,3,3.24,60,0.28,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
LID00000399,59,105990,111785,713,27,3,4.0,36,0.74,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00000400,48,28115,42428,635,97,3,11.24,60,0.19,High School,Self-employed,Married,No,No,Business,No,0
LID00000401,20,145845,157914,740,2,1,3.46,60,0.15,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LID00000402,57,71433,244204,480,42,1,16.04,24,0.33,High School,Full-time,Single,Yes,Yes,Other,No,0
LID00000403,63,61999,75164,753,115,3,22.95,60,0.88,High School,Part-time,Married,No,No,Other,Yes,0
LID00000404,41,89564,69292,644,76,3,10.13,48,0.29,High School,Full-time,Single,No,No,Home,No,0
LID00000405,67,122747,96543,511,34,4,5.83,36,0.19,High School,Full-time,Divorced,No,Yes,Home,No,0
LID00000406,49,38255,90599,437,96,3,8.86,36,0.5,PhD,Part-time,Single,No,Yes,Business,Yes,0
LID00000407,64,94747,92871,409,85,3,17.87,24,0.85,High School,Self-employed,Single,Yes,No,Business,No,0
LID00000408,39,92049,82661,684,50,2,3.32,60,0.73,Bachelor's,Full-time,Single,No,No,Other,No,0
LID00000409,40,81057,90220,599,32,3,3.8,36,0.62,Bachelor's,Full-time,Married,No,Yes,Business,No,0
LID00000410,19,41293,19181,358,39,3,2.19,24,0.25,High School,Full-time,Single,No,Yes,Home,Yes,0
LID00000411,44,45607,108213,566,47,1,8.81,36,0.8,High School,Full-time,Married,No,Yes,Business,Yes,0
LID00000412,59,105413,138347,471,67,3,3.73,48,0.57,High School,Full-time,Single,Yes,Yes,Auto,No,0
LID00000413,19,122148,82982,489,84,4,16.63,24,0.78,High School,Part-time,Married,Yes,Yes,Home,No,0
LID00000414,43,51069,30777,773,47,2,18.41,60,0.19,High School,Full-time,Married,Yes,No,Education,No,0
LID00000415,34,101079,13490,483,100,1,17.41,24,0.26,High School,Full-time,Single,Yes,No,Education,No,0
LID00000416,57,57582,185752,685,88,4,4.8,48,0.26,High School,Self-employed,Married,No,No,Other,No,0
LID00000417,50,109526,17109,471,66,2,11.7,60,0.16,Master's,Part-time,Married,Yes,Yes,Home,No,0
LID00000418,26,28116,49741,386,50,3,19.55,24,0.57,Master's,Full-time,Divorced,Yes,Yes,Other,Yes,0
LID00000419,60,113395,204389,835,52,4,8.34,48,0.69,Master's,Full-time,Divorced,No,Yes,Home,No,0
LID00000420,65,18706,53786,312,72,3,8.21,36,0.49,High School,Full-time,Married,No,No,Auto,Yes,0
LID00000421,56,31147,157497,300,68,3,6.8,60,0.72,Master's,Full-time,Married,No,No,Other,No,1
LID00000422,46,114147,134213,338,18,3,3.16,60,0.26,Master's,Part-time,Single,Yes,No,Education,No,0
LID00000423,59,23895,138018,688,62,1,22.37,60,0.13,High School,Self-employed,Married,Yes,No,Business,No,0
LID00000424,43,77058,57775,406,39,4,21.99,12,0.47,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,0
LID00000425,52,28251,230316,440,40,3,23.79,36,0.52,High School,Full-time,Married,Yes,No,Education,Yes,1
LID00000426,67,125533,149990,478,62,4,24.17,12,0.61,High School,Unemployed,Married,No,Yes,Other,No,1
LID00000427,42,20109,103380,604,23,1,2.69,24,0.69,High School,Full-time,Single,Yes,Yes,Business,No,0
LID00000428,41,39632,124246,841,40,4,22.19,12,0.69,Master's,Full-time,Single,Yes,No,Auto,No,0
LID00000429,30,70276,235937,776,83,1,2.43,12,0.79,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
LID00000430,24,21325,229698,352,69,1,18.86,24,0.46,Bachelor's,Full-time,Married,Yes,Yes,Other,No,1
LID00000431,53,109964,187748,383,55,1,15.6,24,0.74,High School,Part-time,Single,No,Yes,Education,No,1
LID00000432,62,16912,23112,368,64,3,6.0,60,0.53,High School,Part-time,Married,Yes,No,Business,No,0
LID00000433,37,22374,90920,465,95,3,2.31,36,0.34,High School,Self-employed,Married,No,No,Home,No,0
LID00000434,18,48034,201385,434,105,2,19.1,24,0.21,High School,Full-time,Single,No,Yes,Auto,Yes,0
LID00000435,25,100402,240835,374,84,1,18.48,12,0.89,High School,Self-employed,Married,No,No,Education,No,1
LID00000436,63,106792,119811,502,28,4,5.25,60,0.41,High School,Full-time,Divorced,Yes,No,Education,No,0
LID00000437,33,108305,190778,588,71,3,18.04,36,0.85,Master's,Full-time,Single,No,Yes,Auto,No,0
LID00000438,31,65683,149225,606,66,4,22.76,24,0.11,Master's,Self-employed,Divorced,No,No,Education,No,0
LID00000439,29,109817,91335,693,14,2,11.35,48,0.15,High School,Part-time,Divorced,No,Yes,Business,Yes,0
LID00000440,68,142776,11127,814,7,1,19.01,24,0.44,High School,Full-time,Single,Yes,Yes,Auto,No,0
LID00000441,40,62952,163177,451,89,3,16.31,36,0.28,Bachelor's,Part-time,Divorced,No,No,Business,Yes,0
LID00000442,32,138899,103196,429,78,2,5.7,12,0.71,High School,Full-time,Married,Yes,No,Education,No,0
LID00000443,45,26388,39172,322,16,3,13.2,48,0.24,Bachelor's,Part-time,Married,No,Yes,Home,No,0
LID00000444,51,89178,232974,341,103,3,12.35,60,0.73,Bachelor's,Full-time,Single,Yes,No,Business,No,0
LID00000445,19,41457,47688,702,64,3,3.37,60,0.27,High School,Self-employed,Married,No,Yes,Business,No,0
LID00000446,49,26752,196296,435,25,1,21.23,36,0.71,Bachelor's,Full-time,Married,Yes,No,Education,No,1
LID00000447,40,66832,117831,581,47,1,9.96,60,0.68,High School,Unemployed,Single,No,No,Auto,No,0
LID00000448,39,19237,159769,637,82,4,12.39,24,0.46,High School,Full-time,Married,No,Yes,Auto,No,1
LID00000449,68,149123,105831,427,90,1,11.7,60,0.22,Master's,Full-time,Single,Yes,Yes,Business,No,0
LID00000450,42,58311,12646,372,101,1,5.84,60,0.75,High School,Full-time,Married,Yes,Yes,Business,No,0
LID00000451,39,34088,173636,659,77,3,19.67,60,0.23,Bachelor's,Full-time,Married,Yes,No,Home,No,0
LID00000452,39,20675,72711,719,55,4,15.88,60,0.31,Bachelor's,Self-employed,Single,Yes,No,Education,Yes,0
LID00000453,66,17640,78468,396,62,2,9.93,60,0.84,High School,Full-time,Single,No,Yes,Auto,Yes,1
LID00000454,69,78328,41049,809,13,2,2.81,36,0.72,Master's,Full-time,Married,No,Yes,Business,No,0
LID00000455,59,27317,167831,694,106,2,2.51,48,0.79,High School,Full-time,Single,Yes,Yes,Other,No,0
